tag,collection_year,collection_month,collection_date,broodstock,set_date,distribution_date,total_live,clumps,shell_height_mm,organization,Site,,,,,,,,,,,,,,,shell_height_mm
,2016,8,8/18/16,MB,7/15/15,,,6,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,6,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,6,33,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,6,27,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,6,28,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,6,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,6,38,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,6,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,33,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,26,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,22,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,22,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,33,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,7,38,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,24,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,38,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,23,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,33,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,39,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,22,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,27,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,8,46,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,20,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,47,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,33,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,28,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,29,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,41,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,19,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,27,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,29,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,22,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,9,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,40,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,38,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,42,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,24,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,34,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,47,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,33,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,42,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,39,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,8,8/18/16,MB,7/15/15,,,10,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,1,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,1,29,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,1,27,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,1,24,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,2,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,2,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,3,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,4,24,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,4,41,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,5,19,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,5,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,5,42,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,5,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,5,28,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,6,30,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,6,14,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,6,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,7,35,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,7,34,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,8,34,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,9,36,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,9,19,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/2/16,MB,7/15/15,,,9,36,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,1,54,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,1,55,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,1,38,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,2,31,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,2,15,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,2,80,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,3,52,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,4,60,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,4,54,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,5,62,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,5,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,6,52,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,6,61,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,7,55,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,7,56,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,7,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,8,60,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,8,36,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,8,36,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,8,39,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,8,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,8,35,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,8,52,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,9,38,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,9,9/25/16,MB,7/5/15,,,9,25,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,12,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,14,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,14,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,9,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,23,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,16,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,12,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,16,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,65,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,121,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,12,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,1,12,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,2,124,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,2,14,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,2,102,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,2,52,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,2,88,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,10,10/12/16,MB,7/15/15,,,2,55,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,1,61,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,1,62,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,1,42,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,1,13,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,2,46,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,2,41,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,2,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,2,40,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,3,47,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,3,62,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,3,56,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,39,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,55,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,57,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,51,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,40,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,39,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,4,49,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,64,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,54,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,49,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,53,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,47,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,60,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,60,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,60,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,56,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,55,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,41,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,5,44,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,51,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,51,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,53,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,27,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,48,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,57,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,6,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,51,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,35,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,40,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,57,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,25,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,38,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,26,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,20,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,7,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,39,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,42,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,51,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,56,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,41,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,42,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,8,49,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,47,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,40,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,50,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,58,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,62,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,41,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,37,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,9,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,47,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,59,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,44,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,32,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,45,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,43,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,52,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,55,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,62,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,59,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,46,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2016,11,11/3/16,MB,7/15/15,,,10,42,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,
,2018,4,4/5/18,Maine,7/15/15,,,1,23,BOP,Test Station,,,,,,,,,,,,,,,
,2018,4,4/5/18,Maine,7/15/15,,,1,26,BOP,Test Station,,,,,,,,,,,,,,,
